1.000000	1000.000000	0.571092	1.000000	96.000000
1.000000	1000.000000	0.604874	1.000000	96.000000
1.000000	1000.000000	0.563844	1.000000	96.000000
1.000000	1000.000000	0.564794	1.000000	96.000000
1.000000	1000.000000	0.564653	1.000000	96.000000
2.000000	1000.000000	0.393770	0.686188	96.000000
2.000000	1000.000000	0.329679	0.574502	96.000000
2.000000	1000.000000	0.311250	0.542388	96.000000
2.000000	1000.000000	0.312706	0.544925	96.000000
2.000000	1000.000000	0.321084	0.559525	96.000000
3.000000	1000.000000	0.260162	0.453361	96.000000
3.000000	1000.000000	0.222775	0.388210	96.000000
3.000000	1000.000000	0.225339	0.392678	96.000000
3.000000	1000.000000	0.230666	0.401961	96.000000
3.000000	1000.000000	0.229442	0.399828	96.000000
4.000000	1000.000000	0.182818	0.318581	96.000000
4.000000	1000.000000	0.210069	0.366069	96.000000
4.000000	1000.000000	0.179739	0.313215	96.000000
4.000000	1000.000000	0.182183	0.317474	96.000000
4.000000	1000.000000	0.179111	0.312121	96.000000
5.000000	1000.000000	0.161059	0.280663	96.000000
5.000000	1000.000000	0.191127	0.333060	96.000000
5.000000	1000.000000	0.258444	0.450367	96.000000
5.000000	1000.000000	0.208062	0.362571	96.000000
5.000000	1000.000000	0.173045	0.301550	96.000000
6.000000	1000.000000	0.165547	0.288484	96.000000
6.000000	1000.000000	0.249187	0.434236	96.000000
6.000000	1000.000000	0.192039	0.334649	96.000000
6.000000	1000.000000	0.241475	0.420797	96.000000
6.000000	1000.000000	0.223475	0.389430	96.000000
7.000000	1000.000000	0.215787	0.376033	96.000000
7.000000	1000.000000	0.156560	0.272823	96.000000
7.000000	1000.000000	0.178994	0.311917	96.000000
7.000000	1000.000000	0.156515	0.272745	96.000000
7.000000	1000.000000	0.219173	0.381933	96.000000
8.000000	1000.000000	0.195352	0.340423	96.000000
8.000000	1000.000000	0.201133	0.350497	96.000000
8.000000	1000.000000	0.195821	0.341240	96.000000
8.000000	1000.000000	0.198436	0.345797	96.000000
8.000000	1000.000000	0.194360	0.338694	96.000000
9.000000	1000.000000	0.191474	0.333665	96.000000
9.000000	1000.000000	0.182255	0.317600	96.000000
9.000000	1000.000000	0.191630	0.333937	96.000000
9.000000	1000.000000	0.185942	0.324025	96.000000
9.000000	1000.000000	0.190860	0.332595	96.000000
10.000000	1000.000000	0.135186	0.235577	96.000000
10.000000	1000.000000	0.153712	0.267860	96.000000
10.000000	1000.000000	0.159807	0.278482	96.000000
10.000000	1000.000000	0.161617	0.281636	96.000000
10.000000	1000.000000	0.167744	0.292313	96.000000
11.000000	1000.000000	0.107212	0.186829	96.000000
11.000000	1000.000000	0.107976	0.188160	96.000000
11.000000	1000.000000	0.107130	0.186686	96.000000
11.000000	1000.000000	0.108142	0.188449	96.000000
11.000000	1000.000000	0.107029	0.186510	96.000000
12.000000	1000.000000	0.105312	0.183518	96.000000
12.000000	1000.000000	0.105643	0.184095	96.000000
12.000000	1000.000000	0.105750	0.184281	96.000000
12.000000	1000.000000	0.105782	0.184337	96.000000
12.000000	1000.000000	0.105415	0.183697	96.000000
