1.000000	10.000000	0.009000	0.000037	1.000000	0.004147	0.500000
2.000000	10.000000	0.008105	0.000092	0.900576	0.010906	0.500000
3.000000	10.000000	0.012414	0.000733	1.379386	0.081662	0.500000
4.000000	10.000000	0.011578	0.000763	1.286517	0.084994	0.500000
5.000000	10.000000	0.013075	0.000155	1.452810	0.018244	0.500000
6.000000	10.000000	0.013498	0.000030	1.499767	0.007075	0.500000
7.000000	10.000000	0.014784	0.000452	1.642681	0.050728	0.500000
8.000000	10.000000	0.015054	0.000170	1.672682	0.020084	0.500000
9.000000	10.000000	0.015893	0.000058	1.765950	0.009729	0.500000
10.000000	10.000000	0.016896	0.000084	1.877375	0.012128	0.500000
11.000000	10.000000	0.015326	0.000189	1.702927	0.022187	0.500000
12.000000	10.000000	0.016458	0.000271	1.828685	0.031019	0.500000
0.000000	10.000000	0.001335	0.000000	0.000000	0.000000	0.500000
1.000000	100.000000	0.529681	0.001128	1.000000	0.002130	0.500000
2.000000	100.000000	0.312900	0.027948	0.590733	0.052779	0.500000
3.000000	100.000000	0.215047	0.001424	0.405993	0.002823	0.500000
4.000000	100.000000	0.177771	0.011765	0.335619	0.022222	0.500000
5.000000	100.000000	0.147751	0.000284	0.278943	0.000800	0.500000
6.000000	100.000000	0.140354	0.009312	0.264979	0.017590	0.500000
7.000000	100.000000	0.124371	0.001074	0.234804	0.002088	0.500000
8.000000	100.000000	0.147552	0.040063	0.278568	0.075638	0.500000
9.000000	100.000000	0.109453	0.002073	0.206639	0.003938	0.500000
10.000000	100.000000	0.111036	0.006756	0.209628	0.012763	0.500000
11.000000	100.000000	0.103109	0.001058	0.194662	0.002041	0.500000
12.000000	100.000000	0.105933	0.019005	0.199994	0.035883	0.500000
0.000000	100.000000	0.038509	0.000000	0.000000	0.000000	0.500000
1.000000	500.000000	12.891049	0.079941	1.000000	0.006201	0.500000
2.000000	500.000000	7.185250	0.061226	0.557383	0.005874	0.500000
3.000000	500.000000	5.125800	0.050677	0.397625	0.004641	0.500000
4.000000	500.000000	4.158559	0.009309	0.322593	0.002127	0.500000
5.000000	500.000000	3.575696	0.039008	0.277378	0.003481	0.500000
6.000000	500.000000	3.148666	0.035839	0.244252	0.003166	0.500000
7.000000	500.000000	2.892463	0.037559	0.224378	0.003229	0.500000
8.000000	500.000000	2.692120	0.032643	0.208836	0.002844	0.500000
9.000000	500.000000	2.554412	0.018709	0.198154	0.001902	0.500000
10.000000	500.000000	2.437030	0.031987	0.189048	0.002744	0.500000
11.000000	500.000000	2.335053	0.033337	0.181138	0.002819	0.500000
12.000000	500.000000	2.223101	0.033777	0.172453	0.002830	0.500000
0.000000	500.000000	0.981567	0.000000	0.000000	0.000000	0.500000
