1.000000	50.000000	0.177230	0.023520	1.000000	0.132711	0.500000	0.156541	1.000000
2.000000	50.000000	0.100671	0.013959	0.568025	0.109022	0.500000	0.089411	0.571167
3.000000	50.000000	0.082923	0.010385	0.467882	0.085377	0.500000	0.069634	0.444829
4.000000	50.000000	0.057794	0.001315	0.326098	0.043908	0.500000	0.056257	0.359375
5.000000	50.000000	0.056963	0.006772	0.321408	0.057264	0.500000	0.049233	0.314505
6.000000	50.000000	0.070110	0.006548	0.395589	0.064198	0.500000	0.053426	0.341291
7.000000	50.000000	0.067028	0.001371	0.378198	0.050783	0.500000	0.065031	0.415425
8.000000	50.000000	0.061716	0.001503	0.348224	0.046985	0.500000	0.059802	0.382021
9.000000	50.000000	0.065595	0.000452	0.370111	0.049184	0.500000	0.064936	0.414818
10.000000	50.000000	0.060565	0.000257	0.341731	0.045375	0.500000	0.060243	0.384838
11.000000	50.000000	0.063740	0.038440	0.359646	0.222085	0.500000	0.047955	0.306341
12.000000	50.000000	0.056390	0.001648	0.318177	0.043237	0.500000	0.053871	0.344133
0.000000	50.000000	0.012071	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000
