1.000000	384.000000	12.196982	0.265143	1.000000	0.021738	0.500000
2.000000	384.000000	11.677908	0.048876	0.957442	0.021196	0.500000
3.000000	384.000000	7.427983	0.219600	0.609002	0.022348	0.500000
4.000000	384.000000	5.623804	0.587599	0.461082	0.049207	0.500000
5.000000	384.000000	5.174990	0.344454	0.424284	0.029709	0.500000
6.000000	384.000000	4.610717	0.175762	0.378021	0.016589	0.500000
7.000000	384.000000	3.652488	0.430821	0.299458	0.035917	0.500000
8.000000	384.000000	3.616105	0.105048	0.296475	0.010757	0.500000
9.000000	384.000000	3.472175	0.259665	0.284675	0.022170	0.500000
10.000000	384.000000	3.252817	0.194897	0.266690	0.016998	0.500000
11.000000	384.000000	3.052821	0.197033	0.250293	0.017046	0.500000
12.000000	384.000000	2.811029	0.143260	0.230469	0.012769	0.500000
0.000000	384.000000	0.603638	0.000000	0.000000	0.000000	0.500000
