0.000000	15.000000	100.000000	480.000000	0.977075	0.016564	0.952215	0.998918
1.000000	15.000000	100.000000	480.000000	0.976558	0.016584	0.951490	0.998410
2.000000	15.000000	100.000000	480.000000	0.976880	0.016559	0.951990	0.998745
3.000000	15.000000	100.000000	480.000000	0.976550	0.016580	0.951654	0.998380
4.000000	15.000000	100.000000	480.000000	0.976024	0.016104	0.951433	0.998073
5.000000	15.000000	100.000000	480.000000	0.976667	0.016567	0.951906	0.998560
6.000000	15.000000	100.000000	480.000000	0.976532	0.016539	0.951726	0.998305
7.000000	15.000000	100.000000	480.000000	0.976553	0.016635	0.951569	0.998623
8.000000	15.000000	100.000000	480.000000	0.976470	0.016582	0.951938	0.998352
9.000000	15.000000	100.000000	480.000000	0.976606	0.016618	0.951497	0.998493
10.000000	15.000000	100.000000	480.000000	0.976492	0.016593	0.951881	0.998482
11.000000	15.000000	100.000000	480.000000	0.976677	0.016615	0.951385	0.998673
12.000000	15.000000	100.000000	480.000000	0.976556	0.016521	0.951625	0.998316
13.000000	15.000000	100.000000	480.000000	0.976432	0.016686	0.951414	0.998680
14.000000	15.000000	100.000000	480.000000	0.976607	0.016559	0.951759	0.998454
15.000000	15.000000	100.000000	480.000000	0.976579	0.015759	0.951385	0.998918
