1.000000	12.000000	0.012390	0.000071	1.000000	0.005756	0.500000
2.000000	12.000000	0.014130	0.004538	1.140404	0.366333	0.500000
3.000000	12.000000	0.012820	0.000436	1.034722	0.035672	0.500000
4.000000	12.000000	0.013216	0.000286	1.066683	0.023889	0.500000
5.000000	12.000000	0.012151	0.000076	0.980678	0.008310	0.500000
6.000000	12.000000	0.014820	0.000104	1.196110	0.010836	0.500000
7.000000	12.000000	0.014421	0.000293	1.163923	0.024578	0.500000
8.000000	12.000000	0.016245	0.000736	1.311106	0.059897	0.500000
9.000000	12.000000	0.013717	0.000308	1.107070	0.025698	0.500000
10.000000	12.000000	0.018690	0.000141	1.508491	0.014306	0.500000
11.000000	12.000000	0.016976	0.000137	1.370121	0.013599	0.500000
12.000000	12.000000	0.021861	0.000602	1.764439	0.049634	0.500000
0.000000	12.000000	0.001455	0.000000	0.000000	0.000000	0.500000
