0.000000	12.000000	0.500000	36.000000	0.086337	0.012640	0.079518	0.119473
1.000000	12.000000	0.500000	36.000000	0.085777	0.012544	0.078795	0.118625
2.000000	12.000000	0.500000	36.000000	0.086001	0.012684	0.079035	0.119207
3.000000	12.000000	0.500000	36.000000	0.085886	0.012614	0.079233	0.119001
4.000000	12.000000	0.500000	36.000000	0.085726	0.012599	0.078905	0.118711
5.000000	12.000000	0.500000	36.000000	0.085893	0.012725	0.078813	0.119193
6.000000	12.000000	0.500000	36.000000	0.085942	0.012664	0.078989	0.119113
7.000000	12.000000	0.500000	36.000000	0.085975	0.012669	0.079151	0.119230
8.000000	12.000000	0.500000	36.000000	0.086005	0.012641	0.079356	0.119280
9.000000	12.000000	0.500000	36.000000	0.085979	0.012611	0.079192	0.119038
10.000000	12.000000	0.500000	36.000000	0.085955	0.012586	0.079304	0.118915
11.000000	12.000000	0.500000	36.000000	0.085762	0.012733	0.078755	0.119123
12.000000	12.000000	0.500000	36.000000	0.085936	0.012045	0.078755	0.119473
