0.0	0.050000	10240.000000	0.321256
1.0	0.050000	10240.000000	1.240161
0.0	0.150000	10240.000000	0.264343
1.0	0.150000	10240.000000	1.593086
0.0	0.250000	10240.000000	0.287602
1.0	0.250000	10240.000000	1.258973
0.0	0.350000	10240.000000	0.287817
1.0	0.350000	10240.000000	1.281309
0.0	0.450000	10240.000000	0.292847
1.0	0.450000	10240.000000	1.201626
0.0	0.550000	10240.000000	0.283491
1.0	0.550000	10240.000000	1.230018
0.0	0.650000	10240.000000	0.280789
1.0	0.650000	10240.000000	1.257443
0.0	0.750000	10240.000000	0.264710
1.0	0.750000	10240.000000	1.251156
0.0	0.850000	10240.000000	0.316047
1.0	0.850000	10240.000000	1.204219
0.0	0.950000	10240.000000	0.270994
1.0	0.950000	10240.000000	1.326372
0.0	1.050000	10240.000000	0.270322
1.0	1.050000	10240.000000	1.306924
0.0	1.150000	10240.000000	0.295943
1.0	1.150000	10240.000000	1.324788
0.0	1.250000	10240.000000	0.299874
1.0	1.250000	10240.000000	1.325825
0.0	1.350000	10240.000000	0.300363
1.0	1.350000	10240.000000	1.350377
0.0	1.450000	10240.000000	0.297011
1.0	1.450000	10240.000000	1.411155
0.0	1.550000	10240.000000	0.325412
1.0	1.550000	10240.000000	1.438238
0.0	1.650000	10240.000000	0.320123
1.0	1.650000	10240.000000	1.623219
0.0	1.750000	10240.000000	0.337753
1.0	1.750000	10240.000000	1.559504
0.0	1.850000	10240.000000	0.310913
1.0	1.850000	10240.000000	1.816668
0.0	1.950000	10240.000000	0.342333
1.0	1.950000	10240.000000	1.698994
0.0	2.000000	10240.000000	0.338483
1.0	2.000000	10240.000000	1.362035
0.0	2.008000	10240.000000	0.315886
1.0	2.008000	10240.000000	1.365486
0.0	2.016000	10240.000000	0.309940
1.0	2.016000	10240.000000	1.362437
0.0	2.024000	10240.000000	0.313169
1.0	2.024000	10240.000000	1.375481
0.0	2.032000	10240.000000	0.300646
1.0	2.032000	10240.000000	1.374923
0.0	2.040000	10240.000000	0.321730
1.0	2.040000	10240.000000	1.541684
0.0	2.048000	10240.000000	0.301584
1.0	2.048000	10240.000000	1.363860
0.0	2.056000	10240.000000	0.313914
1.0	2.056000	10240.000000	1.555219
0.0	2.064000	10240.000000	0.319858
1.0	2.064000	10240.000000	1.374182
0.0	2.072000	10240.000000	0.318953
1.0	2.072000	10240.000000	1.359982
0.0	2.080000	10240.000000	0.271954
1.0	2.080000	10240.000000	1.592947
0.0	2.088000	10240.000000	0.327011
1.0	2.088000	10240.000000	1.662996
0.0	2.096000	10240.000000	0.349839
1.0	2.096000	10240.000000	1.558279
0.0	2.104000	10240.000000	0.346604
1.0	2.104000	10240.000000	1.367433
0.0	2.112000	10240.000000	0.305949
1.0	2.112000	10240.000000	1.425097
0.0	2.120000	10240.000000	0.323887
1.0	2.120000	10240.000000	1.351183
0.0	2.128000	10240.000000	0.277950
1.0	2.128000	10240.000000	1.341771
0.0	2.136000	10240.000000	0.330981
1.0	2.136000	10240.000000	1.365467
0.0	2.144000	10240.000000	0.325893
1.0	2.144000	10240.000000	1.633526
0.0	2.152000	10240.000000	0.297595
1.0	2.152000	10240.000000	1.442822
0.0	2.160000	10240.000000	0.304835
1.0	2.160000	10240.000000	1.517363
0.0	2.168000	10240.000000	0.311190
1.0	2.168000	10240.000000	1.451630
0.0	2.176000	10240.000000	0.331419
