1.000000	100.000000	0.663602	0.051765	1.000000	0.078007	0.500000
2.000000	100.000000	0.703056	0.027630	1.059454	0.092541	0.500000
3.000000	100.000000	0.424801	0.064803	0.640144	0.109680	0.500000
4.000000	100.000000	0.311957	0.021980	0.470097	0.049415	0.500000
5.000000	100.000000	0.248936	0.032230	0.375129	0.056702	0.500000
6.000000	100.000000	0.308828	0.007363	0.465382	0.037961	0.500000
7.000000	100.000000	0.249171	0.028391	0.375482	0.051849	0.500000
8.000000	100.000000	0.231355	0.014646	0.348634	0.035024	0.500000
9.000000	100.000000	0.211220	0.004615	0.318293	0.025785	0.500000
10.000000	100.000000	0.194810	0.002572	0.293564	0.023226	0.500000
11.000000	100.000000	0.196906	0.000356	0.296723	0.023153	0.500000
12.000000	100.000000	0.183259	0.007041	0.276158	0.024013	0.500000
0.000000	100.000000	0.040240	0.000000	0.000000	0.000000	0.500000
