0.000000	12.000000	0.500000	420.000000	0.849378	0.013882	0.823117	0.875204
1.000000	12.000000	0.500000	420.000000	0.848861	0.013906	0.822542	0.874708
2.000000	12.000000	0.500000	420.000000	0.849102	0.013882	0.822880	0.875005
3.000000	12.000000	0.500000	420.000000	0.848949	0.013957	0.822598	0.874857
4.000000	12.000000	0.500000	420.000000	0.848789	0.013817	0.822822	0.874488
5.000000	12.000000	0.500000	420.000000	0.848902	0.013895	0.822469	0.874697
6.000000	12.000000	0.500000	420.000000	0.848998	0.013834	0.822764	0.874586
7.000000	12.000000	0.500000	420.000000	0.848951	0.013915	0.822603	0.874789
8.000000	12.000000	0.500000	420.000000	0.848797	0.014058	0.821597	0.874651
9.000000	12.000000	0.500000	420.000000	0.848792	0.013948	0.822418	0.874873
10.000000	12.000000	0.500000	420.000000	0.848974	0.013842	0.822731	0.874603
11.000000	12.000000	0.500000	420.000000	0.848993	0.013865	0.822833	0.874787
12.000000	12.000000	0.500000	420.000000	0.848957	0.013243	0.821597	0.875204
