0.0	0.015000	10000.000000	3.342296
1.0	0.015000	10000.000000	0.905798
0.0	0.165000	10000.000000	3.341913
1.0	0.165000	10000.000000	0.909330
0.0	0.315000	10000.000000	3.350765
1.0	0.315000	10000.000000	0.911161
0.0	0.465000	10000.000000	3.339178
1.0	0.465000	10000.000000	0.912726
0.0	0.615000	10000.000000	3.660891
1.0	0.615000	10000.000000	0.906010
0.0	0.765000	10000.000000	3.343105
1.0	0.765000	10000.000000	0.911255
0.0	0.915000	10000.000000	3.362446
1.0	0.915000	10000.000000	0.923854
0.0	1.065000	10000.000000	3.342645
1.0	1.065000	10000.000000	0.925779
0.0	1.215000	10000.000000	3.343465
1.0	1.215000	10000.000000	0.928286
0.0	1.365000	10000.000000	3.371093
1.0	1.365000	10000.000000	0.925692
0.0	1.515000	10000.000000	3.570557
1.0	1.515000	10000.000000	0.928701
0.0	1.665000	10000.000000	3.342586
1.0	1.665000	10000.000000	0.928960
0.0	1.815000	10000.000000	3.341105
1.0	1.815000	10000.000000	0.934552
0.0	1.965000	10000.000000	3.344785
1.0	1.965000	10000.000000	0.925968
0.0	2.115000	10000.000000	3.346740
1.0	2.115000	10000.000000	0.926358
0.0	2.265000	10000.000000	3.313424
1.0	2.265000	10000.000000	0.931317
0.0	2.415000	10000.000000	3.746751
1.0	2.415000	10000.000000	0.925905
0.0	2.565000	10000.000000	3.269698
1.0	2.565000	10000.000000	0.925819
0.0	2.715000	10000.000000	3.260187
1.0	2.715000	10000.000000	0.925834
0.0	2.865000	10000.000000	3.305322
1.0	2.865000	10000.000000	0.929738
0.0	3.015000	10000.000000	3.239953
1.0	3.015000	10000.000000	0.925796
0.0	3.165000	10000.000000	3.245784
1.0	3.165000	10000.000000	0.929318
0.0	3.315000	10000.000000	3.215304
1.0	3.315000	10000.000000	0.929273
0.0	3.465000	10000.000000	3.207556
1.0	3.465000	10000.000000	0.930151
0.0	3.615000	10000.000000	3.258917
1.0	3.615000	10000.000000	0.926285
0.0	3.765000	10000.000000	3.185753
1.0	3.765000	10000.000000	0.926101
0.0	3.915000	10000.000000	3.180912
1.0	3.915000	10000.000000	0.929383
0.0	4.065000	10000.000000	3.169308
1.0	4.065000	10000.000000	0.925824
0.0	4.215000	10000.000000	3.156208
1.0	4.215000	10000.000000	0.929018
0.0	4.365000	10000.000000	3.150220
1.0	4.365000	10000.000000	0.928676
2.0	-1.0	10000.000000	27.722868
3.0	-1.0	10000.000000	99.648867
4.0	-1.0	10000.000000	261.269794
