1.000000	500.000000	13.437797	0.117561	1.000000	0.008749	0.500000
2.000000	500.000000	14.682689	0.103988	1.092641	0.012299	0.500000
3.000000	500.000000	10.130408	0.039343	0.753874	0.007216	0.500000
4.000000	500.000000	8.559447	0.212023	0.636968	0.016733	0.500000
5.000000	500.000000	7.656692	0.345354	0.569788	0.026179	0.500000
6.000000	500.000000	6.786357	0.287858	0.505020	0.021872	0.500000
7.000000	500.000000	5.765645	0.332801	0.429062	0.025049	0.500000
8.000000	500.000000	5.369392	0.231662	0.399574	0.017590	0.500000
9.000000	500.000000	5.175555	0.222283	0.385149	0.016881	0.500000
10.000000	500.000000	4.492040	0.088892	0.334284	0.007233	0.500000
11.000000	500.000000	4.414220	0.210376	0.328493	0.015917	0.500000
12.000000	500.000000	4.311231	0.166400	0.320829	0.012697	0.500000
0.000000	500.000000	0.993812	0.000000	0.000000	0.000000	0.500000
