1.000000	40.000000	0.129178	0.015742	1.000000	0.121865	0.500000	0.102837	1.000000
2.000000	40.000000	0.079119	0.011190	0.612483	0.114347	0.500000	0.058039	0.564379
3.000000	40.000000	0.057987	0.005683	0.448895	0.070202	0.500000	0.048932	0.475821
4.000000	40.000000	0.040014	0.000296	0.309760	0.037818	0.500000	0.039511	0.384210
5.000000	40.000000	0.037997	0.004527	0.294141	0.050132	0.500000	0.033701	0.327713
6.000000	40.000000	0.039440	0.003246	0.305314	0.044897	0.500000	0.034718	0.337602
7.000000	40.000000	0.042949	0.001502	0.332480	0.042152	0.500000	0.040376	0.392621
8.000000	40.000000	0.047826	0.004210	0.370238	0.055660	0.500000	0.042041	0.408812
9.000000	40.000000	0.046413	0.002345	0.359292	0.047400	0.500000	0.042265	0.410990
10.000000	40.000000	0.053187	0.003577	0.411732	0.057311	0.500000	0.048207	0.468771
11.000000	40.000000	0.054699	0.003107	0.423440	0.056933	0.500000	0.048244	0.469131
12.000000	40.000000	0.060269	0.005899	0.466560	0.072927	0.500000	0.052257	0.508154
0.000000	40.000000	0.007752	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000
