0.000000	12.000000	1.000000	24.000000	0.082891	0.010020	0.075851	0.107827
1.000000	12.000000	1.000000	24.000000	0.082371	0.010015	0.075590	0.107316
2.000000	12.000000	1.000000	24.000000	0.082618	0.010064	0.075381	0.107645
3.000000	12.000000	1.000000	24.000000	0.082511	0.010064	0.075372	0.107580
4.000000	12.000000	1.000000	24.000000	0.082347	0.010011	0.075232	0.107230
5.000000	12.000000	1.000000	24.000000	0.082405	0.010037	0.075503	0.107340
6.000000	12.000000	1.000000	24.000000	0.082489	0.009993	0.075495	0.107264
7.000000	12.000000	1.000000	24.000000	0.082452	0.010049	0.075322	0.107482
8.000000	12.000000	1.000000	24.000000	0.082407	0.010060	0.075477	0.107322
9.000000	12.000000	1.000000	24.000000	0.082555	0.010023	0.075659	0.107556
10.000000	12.000000	1.000000	24.000000	0.082571	0.010018	0.075583	0.107483
11.000000	12.000000	1.000000	24.000000	0.082526	0.009969	0.075431	0.107355
12.000000	12.000000	1.000000	24.000000	0.082512	0.009553	0.075232	0.107827
