1.000000	768.000000	36.127882	0.265047	1.000000	0.007336	0.500000
2.000000	768.000000	19.862122	0.085930	0.549773	0.004682	0.500000
3.000000	768.000000	14.097711	0.087054	0.390217	0.003742	0.500000
4.000000	768.000000	11.436282	0.123741	0.316550	0.004138	0.500000
5.000000	768.000000	14.181993	4.128878	0.392550	0.114321	0.500000
6.000000	768.000000	14.429846	1.260869	0.399410	0.035023	0.500000
7.000000	768.000000	13.532312	0.235892	0.374567	0.007084	0.500000
8.000000	768.000000	11.943749	0.647965	0.330596	0.018099	0.500000
9.000000	768.000000	10.888049	0.888087	0.301375	0.024681	0.500000
10.000000	768.000000	9.649782	0.500068	0.267101	0.013980	0.500000
11.000000	768.000000	5.979875	0.038145	0.165520	0.001609	0.500000
12.000000	768.000000	5.686405	0.014148	0.157397	0.001219	0.500000
0.000000	768.000000	2.391311	0.000000	0.000000	0.000000	0.500000
