2.000000e+00	-inf	inf
2.004000e+00	-1.196000e-02	1.051338e-02
2.012000e+00	-6.312500e-04	1.047050e-02
2.020000e+00	6.312500e-04	1.047050e-02
2.028000e+00	-6.312500e-04	1.047050e-02
2.036000e+00	6.312500e-04	1.047050e-02
2.044000e+00	-6.312500e-04	1.047050e-02
2.052000e+00	6.312500e-04	1.047050e-02
2.060000e+00	-6.312500e-04	1.047050e-02
2.068000e+00	6.312500e-04	1.047050e-02
2.076000e+00	-6.312500e-04	1.047050e-02
2.084000e+00	6.312500e-04	1.047050e-02
2.092000e+00	-6.312500e-04	1.047050e-02
2.100000e+00	6.312500e-04	1.047050e-02
2.108000e+00	-6.312500e-04	1.047050e-02
2.116000e+00	6.312500e-04	1.047050e-02
2.124000e+00	-6.312500e-04	1.047050e-02
2.132000e+00	6.312500e-04	1.047050e-02
2.140000e+00	-6.312500e-04	1.047050e-02
2.148000e+00	6.312500e-04	1.047050e-02
2.176000e+00	-1.052083e-04	1.745083e-03
2.201000e+00	2.525000e-03	4.188199e-02
2.203000e+00	-2.525000e-03	4.188199e-02
2.205000e+00	2.525000e-03	4.188199e-02
2.207000e+00	-2.525000e-03	4.188199e-02
2.209000e+00	2.525000e-03	4.188199e-02
2.211000e+00	-2.525000e-03	4.188199e-02
2.213000e+00	2.525000e-03	4.188199e-02
2.215000e+00	-2.525000e-03	4.188199e-02
2.217000e+00	2.525000e-03	4.188199e-02
2.219000e+00	-2.525000e-03	4.188199e-02
2.221000e+00	2.525000e-03	4.188199e-02
2.223000e+00	-2.525000e-03	4.188199e-02
2.225000e+00	2.525000e-03	4.188199e-02
2.227000e+00	-2.525000e-03	4.188199e-02
2.229000e+00	2.525000e-03	4.188199e-02
2.231000e+00	-2.525000e-03	4.188199e-02
2.233000e+00	2.525000e-03	4.188199e-02
2.235000e+00	-2.525000e-03	4.188199e-02
2.237000e+00	2.525000e-03	4.188199e-02
2.239000e+00	-2.525000e-03	4.188199e-02
2.241000e+00	2.525000e-03	4.188199e-02
2.243000e+00	-2.525000e-03	4.188199e-02
2.245000e+00	2.525000e-03	4.188199e-02
2.247000e+00	-2.525000e-03	4.188199e-02
2.249000e+00	2.525000e-03	4.188199e-02
