2.000000e-02	-nan	-nan
2.975000e+00	4.434500e-02	4.330465e-02
2.985000e+00	-3.655400e-02	4.119215e-02
2.995000e+00	-7.073000e-02	4.412738e-02
3.005000e+00	-2.084600e-02	4.414502e-02
3.015000e+00	5.977000e-03	4.218056e-02
3.025000e+00	-3.961000e-02	4.420618e-02
3.035000e+00	6.640500e-02	4.502834e-02
3.045000e+00	-2.826600e-02	4.492449e-02
3.055000e+00	-7.208500e-02	4.216233e-02
3.065000e+00	1.760000e-02	4.046330e-02
3.075000e+00	-3.582100e-02	3.831084e-02
3.085000e+00	4.972000e-03	3.906928e-02
3.095000e+00	-3.427500e-02	4.178459e-02
3.105000e+00	-5.915600e-02	4.101000e-02
3.115000e+00	2.926900e-02	4.011523e-02
3.125000e+00	-5.349000e-03	3.619736e-02
3.135000e+00	-3.444400e-02	3.072262e-02
3.145000e+00	3.220000e-04	3.300154e-02
3.155000e+00	-9.050000e-03	3.716189e-02
3.165000e+00	-2.786700e-02	3.707814e-02
3.175000e+00	5.903100e-02	3.711797e-02
3.185000e+00	-1.104250e-01	3.575483e-02
3.195000e+00	3.269900e-02	3.451012e-02
3.205000e+00	-5.543000e-02	3.362032e-02
3.215000e+00	1.046900e-02	3.333727e-02
3.225000e+00	-1.277800e-02	3.282769e-02
3.235000e+00	1.836000e-03	3.274905e-02
3.245000e+00	1.740900e-02	3.294588e-02
3.255000e+00	-6.206100e-02	3.237397e-02
3.265000e+00	-1.094000e-02	3.027080e-02
3.275000e+00	1.568400e-02	2.948239e-02
3.285000e+00	-3.023100e-02	3.073016e-02
3.295000e+00	-3.916700e-02	3.114603e-02
3.305000e+00	5.716500e-02	3.240992e-02
3.315000e+00	-7.577700e-02	3.124094e-02
3.325000e+00	7.178000e-03	2.841780e-02
3.335000e+00	2.664600e-02	3.107362e-02
3.345000e+00	-2.551500e-02	3.167204e-02
3.355000e+00	-1.806300e-02	2.888730e-02
3.365000e+00	-6.575000e-03	2.745843e-02
3.375000e+00	-3.851000e-03	2.881899e-02
3.385000e+00	1.210900e-02	2.971679e-02
3.395000e+00	-4.599000e-02	2.691176e-02
3.405000e+00	5.495000e-03	2.743053e-02
3.415000e+00	-5.537000e-03	2.779402e-02
3.425000e+00	-4.405000e-03	2.600835e-02
3.435000e+00	2.313800e-02	2.753906e-02
3.445000e+00	-9.578000e-03	2.801241e-02
3.455000e+00	-4.774800e-02	2.582062e-02
3.465000e+00	-1.972400e-02	2.481492e-02
3.475000e+00	2.168000e-02	2.845760e-02
3.485000e+00	-1.075000e-03	2.890950e-02
3.495000e+00	-3.490000e-04	2.527303e-02
3.510000e+00	-2.592550e-02	1.205550e-02
3.530000e+00	-9.751500e-03	1.153169e-02
3.550000e+00	-7.460000e-03	1.178801e-02
3.570000e+00	-3.793000e-03	1.213109e-02
3.590000e+00	-9.217000e-03	1.180532e-02
3.610000e+00	3.481500e-03	1.185051e-02
3.630000e+00	-1.037000e-02	1.141898e-02
3.650000e+00	-5.207500e-03	1.090325e-02
3.670000e+00	-1.134200e-02	1.154256e-02
3.690000e+00	-5.434000e-03	1.150148e-02
3.710000e+00	1.843000e-03	1.129101e-02
3.730000e+00	1.269500e-03	1.057160e-02
3.750000e+00	-2.316950e-02	9.843409e-03
3.770000e+00	1.283050e-02	1.008641e-02
3.790000e+00	-2.450250e-02	1.047957e-02
3.810000e+00	5.495500e-03	1.104146e-02
3.830000e+00	-1.987000e-03	1.063477e-02
3.850000e+00	-9.724000e-03	9.875804e-03
3.870000e+00	5.995500e-03	1.068329e-02
3.890000e+00	-2.401750e-02	1.047700e-02
3.910000e+00	4.946500e-03	9.618628e-03
3.930000e+00	-1.521500e-03	9.383115e-03
3.950000e+00	-4.120500e-03	9.463238e-03
3.970000e+00	-3.850000e-03	9.362352e-03
3.990000e+00	-1.393850e-02	8.627922e-03
4.010000e+00	9.250500e-03	9.224377e-03
4.030000e+00	-4.898000e-03	9.721251e-03
4.050000e+00	-1.113450e-02	9.294787e-03
4.070000e+00	-1.416500e-02	8.925363e-03
4.090000e+00	2.232950e-02	8.358592e-03
4.110000e+00	-8.026500e-03	8.561034e-03
4.130000e+00	-1.273950e-02	8.718793e-03
4.150000e+00	-5.365000e-04	8.082930e-03
4.170000e+00	-5.432000e-03	8.082092e-03
4.190000e+00	-4.843500e-03	8.074754e-03
4.210000e+00	-2.187000e-03	7.976824e-03
4.230000e+00	5.978500e-03	8.218144e-03
4.250000e+00	-7.844500e-03	7.643537e-03
4.270000e+00	-6.985500e-03	8.018186e-03
4.290000e+00	-6.261000e-03	8.534038e-03
4.310000e+00	4.300000e-03	8.547941e-03
4.330000e+00	-1.551500e-03	8.429705e-03
4.350000e+00	-9.674000e-03	7.521212e-03
4.370000e+00	1.313600e-02	7.186723e-03
4.390000e+00	-1.390550e-02	7.561159e-03
4.410000e+00	-1.028000e-02	7.374648e-03
4.430000e+00	1.212200e-02	7.541503e-03
4.450000e+00	-4.899500e-03	8.002932e-03
4.470000e+00	-8.657000e-03	7.566469e-03
4.490000e+00	6.030000e-04	7.699250e-03
4.530000e+00	-9.823333e-04	2.714104e-03
4.590000e+00	-5.936000e-03	2.604011e-03
4.650000e+00	1.641667e-04	2.452472e-03
4.710000e+00	-2.946833e-03	2.429264e-03
4.770000e+00	-2.042000e-03	2.265096e-03
4.830000e+00	-1.663500e-03	2.144647e-03
4.890000e+00	-3.800000e-04	2.266726e-03
4.950000e+00	-2.390000e-03	2.284120e-03
5.010000e+00	1.078333e-04	2.258432e-03
5.070000e+00	-1.972000e-03	2.157578e-03
5.130000e+00	-3.111833e-03	2.142340e-03
5.190000e+00	-1.056833e-03	2.268898e-03
5.250000e+00	3.133333e-04	2.217881e-03
5.310000e+00	-4.020333e-03	2.174680e-03
5.370000e+00	-2.491667e-04	2.289496e-03
5.430000e+00	4.538333e-04	2.458428e-03
5.490000e+00	-1.516167e-03	2.316400e-03
5.550000e+00	-3.577333e-03	2.168121e-03
5.610000e+00	1.257000e-03	2.202497e-03
5.670000e+00	-3.865000e-03	2.065585e-03
5.730000e+00	1.537833e-03	2.061285e-03
5.790000e+00	-2.103833e-03	2.194649e-03
5.850000e+00	-1.639500e-03	2.100247e-03
5.910000e+00	-1.648333e-04	1.965216e-03
5.970000e+00	5.250000e-05	2.104433e-03
6.030000e+00	-6.870000e-04	2.094132e-03
6.090000e+00	-1.970900e-03	2.024199e-03
6.150000e+00	-1.571817e-03	2.060853e-03
6.210000e+00	-1.095467e-03	1.970736e-03
6.270000e+00	-1.257200e-03	2.144536e-03
6.330000e+00	-1.121500e-04	2.216807e-03
6.390000e+00	8.628500e-04	2.044877e-03
6.450000e+00	-8.008833e-04	2.074606e-03
6.510000e+00	-4.221333e-04	2.134065e-03
6.570000e+00	-2.917350e-03	2.109658e-03
6.630000e+00	-4.469833e-04	1.983086e-03
6.690000e+00	2.412967e-03	1.899417e-03
6.750000e+00	-3.356917e-03	2.030557e-03
6.810000e+00	1.208517e-03	2.047294e-03
6.870000e+00	-1.132150e-03	2.058145e-03
6.930000e+00	1.797650e-03	2.020625e-03
6.990000e+00	-3.799950e-03	1.968893e-03
7.050000e+00	-5.443000e-04	2.045039e-03
7.110000e+00	-1.706417e-03	2.014730e-03
7.170000e+00	-5.367500e-04	1.952329e-03
7.230000e+00	2.205817e-03	1.905380e-03
7.290000e+00	6.049333e-04	2.007001e-03
7.350000e+00	-1.724133e-03	2.136194e-03
7.410000e+00	-1.851367e-03	2.074179e-03
7.470000e+00	2.295083e-03	1.986891e-03
7.530000e+00	-1.286200e-03	2.021375e-03
7.590000e+00	-2.288200e-03	1.951970e-03
7.650000e+00	-3.927450e-03	1.884858e-03
7.710000e+00	3.508317e-03	2.007356e-03
7.770000e+00	-3.481883e-03	2.061260e-03
7.830000e+00	1.416950e-03	2.046067e-03
7.890000e+00	3.892733e-03	2.106289e-03
7.950000e+00	-1.782567e-03	2.092800e-03
8.010000e+00	-1.877233e-03	2.157174e-03
8.070000e+00	-9.793500e-04	2.246654e-03
8.130000e+00	3.275333e-04	2.023583e-03
8.190000e+00	2.872333e-04	1.833697e-03
8.250000e+00	-4.152267e-03	1.940745e-03
8.310000e+00	3.071350e-03	2.085089e-03
8.370000e+00	9.933667e-04	2.151642e-03
8.430000e+00	-2.148750e-03	2.173881e-03
8.490000e+00	-8.145167e-04	2.273022e-03
8.550000e+00	1.036700e-03	2.226135e-03
8.610000e+00	5.586667e-05	2.052828e-03
8.670000e+00	-6.847500e-04	1.979465e-03
8.730000e+00	-3.487167e-03	1.920124e-03
8.790000e+00	1.738017e-03	1.936535e-03
8.850000e+00	2.027450e-03	1.912185e-03
8.910000e+00	-1.847750e-03	1.986977e-03
8.970000e+00	-3.248167e-04	1.914261e-03
9.030000e+00	1.139283e-03	1.915152e-03
9.090000e+00	-2.561867e-03	2.172718e-03
9.150000e+00	1.341250e-03	2.191281e-03
9.210000e+00	-2.064267e-03	2.150139e-03
9.270000e+00	1.370000e-05	2.078763e-03
9.330000e+00	1.399667e-03	1.865667e-03
9.390000e+00	-9.350333e-04	1.868748e-03
9.450000e+00	-3.678250e-03	2.035370e-03
9.510000e+00	3.222717e-03	2.228796e-03
9.570000e+00	-9.850167e-04	2.269334e-03
9.630000e+00	-1.770217e-03	1.929616e-03
9.690000e+00	6.106667e-05	1.688468e-03
9.750000e+00	-1.053750e-03	1.870135e-03
9.810000e+00	-1.424900e-03	1.912167e-03
9.870000e+00	1.728100e-03	1.982265e-03
9.930000e+00	-7.691667e-05	2.335669e-03
9.990000e+00	5.049000e-04	2.344630e-03
1.005000e+01	-4.738167e-04	2.101898e-03
1.011000e+01	3.301300e-03	2.063850e-03
1.017000e+01	-7.375500e-04	2.104915e-03
1.023000e+01	-3.541567e-03	2.106259e-03
1.029000e+01	-1.849667e-04	2.147442e-03
1.035000e+01	-1.512783e-03	2.102216e-03
1.041000e+01	6.376167e-04	2.005184e-03
1.022500e+01	-8.488349e-04	-2.667610e-04
1.011000e+01	-1.612200e-04	5.560227e-04
1.031000e+01	-1.352615e-03	5.568081e-04
1.051000e+01	-4.211350e-04	5.997925e-04
1.071000e+01	-1.894700e-04	6.472550e-04
1.091000e+01	2.123000e-05	6.273261e-04
1.111000e+01	-3.041100e-04	5.989650e-04
1.131000e+01	-4.895250e-04	6.203954e-04
1.151000e+01	-1.296850e-04	6.356214e-04
1.171000e+01	3.776200e-04	5.913648e-04
1.191000e+01	2.384800e-04	6.438940e-04
1.211000e+01	-5.982650e-04	6.883634e-04
1.231000e+01	4.887300e-04	6.871488e-04
1.251000e+01	-3.997200e-04	7.160503e-04
1.271000e+01	-2.221000e-05	6.521453e-04
1.291000e+01	3.208500e-05	6.275662e-04
1.311000e+01	-3.296100e-04	6.969965e-04
1.331000e+01	-3.618850e-04	7.033380e-04
1.351000e+01	8.739650e-04	7.315559e-04
1.371000e+01	-1.229035e-03	7.309831e-04
1.391000e+01	7.441950e-04	6.440773e-04
1.411000e+01	-6.054200e-04	6.436994e-04
1.431000e+01	-2.652350e-04	6.294873e-04
1.451000e+01	-8.070000e-06	6.137472e-04
1.471000e+01	-2.332850e-04	5.849992e-04
1.491000e+01	3.158650e-04	5.776332e-04
1.511000e+01	7.089000e-04	6.369488e-04
1.531000e+01	-1.228300e-03	6.836746e-04
1.551000e+01	7.056500e-05	7.123019e-04
1.571000e+01	5.147350e-04	7.018559e-04
1.591000e+01	-5.203800e-04	7.036141e-04
1.611000e+01	-7.563900e-04	6.692699e-04
1.631000e+01	7.370700e-04	6.410695e-04
1.651000e+01	-1.425000e-04	7.045976e-04
1.671000e+01	-8.573500e-05	7.310081e-04
1.691000e+01	-6.827250e-04	6.436398e-04
1.711000e+01	6.332550e-04	6.596762e-04
1.731000e+01	-5.429900e-04	7.550383e-04
1.751000e+01	1.070770e-03	7.755847e-04
1.771000e+01	-7.724550e-04	7.488226e-04
1.791000e+01	-6.301350e-04	7.365786e-04
1.811000e+01	-5.225000e-06	7.364343e-04
1.831000e+01	5.324050e-04	7.331673e-04
1.851000e+01	-5.376000e-05	7.218487e-04
1.871000e+01	9.324150e-04	6.970874e-04
1.891000e+01	-1.079100e-03	7.350106e-04
1.911000e+01	-2.909650e-04	7.410039e-04
1.931000e+01	4.102850e-04	7.059228e-04
1.951000e+01	-5.996800e-04	7.035335e-04
1.971000e+01	6.836350e-04	7.396964e-04
1.990768e+01	-6.277385e-04	7.477649e-04
2.033062e+01	2.024688e-05	2.423947e-04
2.099172e+01	-6.690239e-05	2.505172e-04
2.167432e+01	-7.477650e-05	2.228164e-04
2.237911e+01	1.339255e-04	2.148410e-04
2.310683e+01	1.410956e-04	2.184122e-04
2.385820e+01	-4.316767e-04	2.063669e-04
2.463401e+01	-1.138641e-05	2.082863e-04
2.543505e+01	3.001573e-04	2.241458e-04
2.626213e+01	-1.193343e-04	2.235810e-04
2.711611e+01	-1.786109e-04	2.121058e-04
2.799786e+01	1.699830e-04	1.997138e-04
2.890828e+01	5.557742e-05	1.970237e-04
2.984830e+01	6.776153e-05	1.953335e-04
3.081890e+01	-2.600647e-04	1.741501e-04
3.182105e+01	-1.353700e-04	1.497990e-04
3.285579e+01	1.176781e-04	1.590240e-04
3.392418e+01	-2.757766e-04	1.759044e-04
3.502731e+01	3.015891e-04	1.751315e-04
3.616631e+01	-1.613289e-04	1.618475e-04
3.734235e+01	5.331381e-05	1.593670e-04
3.855662e+01	3.137042e-05	1.698280e-04
3.981039e+01	-2.290339e-04	1.573924e-04
4.110492e+01	4.803611e-04	1.475572e-04
4.244155e+01	-4.612477e-04	1.506129e-04
4.382165e+01	1.688214e-04	1.470220e-04
4.524662e+01	4.763257e-05	1.506497e-04
4.671793e+01	-1.177584e-04	1.522047e-04
4.823708e+01	1.268663e-04	1.446571e-04
4.980563e+01	-3.947127e-05	1.379191e-04
5.142518e+01	1.759983e-06	1.296631e-04
5.309741e+01	-4.802086e-05	1.244641e-04
5.482400e+01	-1.899249e-05	1.232030e-04
5.660674e+01	-1.733672e-04	1.191787e-04
5.844745e+01	4.491316e-04	1.348327e-04
6.034802e+01	-2.095600e-04	1.343184e-04
6.231038e+01	-1.168034e-04	1.115739e-04
6.433656e+01	8.372235e-06	1.018362e-04
6.642862e+01	4.194934e-05	1.124318e-04
6.858872e+01	-3.195954e-06	1.055840e-04
7.081905e+01	-1.864410e-04	9.802779e-05
7.312191e+01	1.393256e-04	1.036434e-04
7.549965e+01	3.856063e-05	9.841280e-05
7.795471e+01	-1.452144e-04	9.823024e-05
8.048960e+01	8.073921e-05	1.065352e-04
8.310692e+01	-4.295502e-05	1.032329e-04
8.580935e+01	1.905152e-05	9.526778e-05
8.859965e+01	-5.848604e-05	8.811785e-05
9.148069e+01	1.947235e-04	8.765436e-05
9.445542e+01	-1.569926e-04	8.851922e-05
9.797478e+01	-4.575242e-06	6.564174e-05
1.023363e+02	1.969290e-05	5.866557e-05
1.071537e+02	-1.503531e-05	5.668287e-05
1.121979e+02	3.314755e-05	5.958363e-05
1.174796e+02	-2.796894e-05	5.578411e-05
1.230099e+02	4.758462e-05	5.122507e-05
1.288005e+02	-5.425318e-05	5.334028e-05
1.348637e+02	-4.860591e-05	4.947321e-05
1.412123e+02	2.183968e-05	4.809144e-05
1.478598e+02	1.777175e-05	4.993036e-05
1.548202e+02	4.022808e-05	5.077117e-05
1.621082e+02	-7.000469e-05	4.962629e-05
1.697394e+02	8.378270e-05	4.953320e-05
1.777298e+02	-3.523953e-05	4.688112e-05
1.860964e+02	-4.351669e-05	3.929829e-05
