2.000000e-02	-nan	-nan
1.948567e+02	2.323406e-05	3.950887e-05
2.040294e+02	2.489935e-05	4.205669e-05
2.136341e+02	-4.045219e-05	3.848647e-05
2.236907e+02	6.288212e-05	4.025320e-05
2.342208e+02	-5.973098e-06	4.249229e-05
2.452466e+02	-7.419202e-05	3.627357e-05
2.567915e+02	4.339260e-05	3.161714e-05
2.688799e+02	6.502939e-05	3.495834e-05
2.815372e+02	-2.012851e-05	3.662926e-05
2.947903e+02	6.071073e-06	3.628518e-05
3.086674e+02	-2.868563e-05	3.449522e-05
3.231977e+02	-3.710384e-06	3.141696e-05
3.384121e+02	1.163619e-05	2.986889e-05
3.543427e+02	-5.642883e-05	2.767826e-05
3.710231e+02	2.597629e-05	2.650943e-05
3.884889e+02	4.215142e-05	2.570294e-05
4.067767e+02	2.057461e-06	2.698862e-05
4.259255e+02	-3.947103e-05	2.488239e-05
4.459757e+02	6.955078e-06	2.258681e-05
4.669697e+02	3.208429e-05	2.714981e-05
4.889521e+02	-1.461215e-05	2.643746e-05
5.119692e+02	-1.757165e-05	2.167494e-05
5.360698e+02	-1.031138e-05	2.056633e-05
5.613050e+02	2.808108e-05	1.990068e-05
5.877282e+02	-1.483254e-05	1.907818e-05
6.153951e+02	9.630713e-06	1.974572e-05
6.443645e+02	1.858663e-05	2.029860e-05
6.746975e+02	-1.346390e-05	2.034967e-05
7.064585e+02	-1.740073e-05	1.859990e-05
7.397147e+02	4.705757e-05	1.944225e-05
7.745363e+02	-3.820964e-05	1.931063e-05
8.109971e+02	1.911540e-05	1.759858e-05
8.491743e+02	-2.403045e-05	1.645472e-05
8.891487e+02	1.384038e-05	1.488813e-05
9.310049e+02	-1.649410e-05	1.484647e-05
9.758296e+02	3.736067e-05	1.354488e-05
1.022764e+03	-1.705557e-05	1.445644e-05
1.070910e+03	-1.704647e-05	1.415257e-05
1.121323e+03	1.224350e-05	1.303499e-05
1.174108e+03	3.005089e-05	1.423031e-05
1.229379e+03	-2.526416e-05	1.318808e-05
1.287252e+03	-1.024673e-05	1.089750e-05
1.347848e+03	-1.441116e-05	1.058978e-05
1.411297e+03	6.493113e-06	9.927945e-06
1.477733e+03	8.246866e-07	8.872754e-06
1.547296e+03	-7.575847e-06	8.344961e-06
1.620135e+03	2.524325e-05	9.706409e-06
1.696401e+03	-5.382192e-06	1.011362e-05
1.776258e+03	3.232566e-06	9.420863e-06
1.859874e+03	-2.303395e-05	7.975545e-06
1.947427e+03	-3.438470e-06	6.943988e-06
2.039101e+03	6.215553e-06	7.274488e-06
2.135091e+03	5.816369e-06	6.380505e-06
2.235599e+03	2.392499e-05	7.421344e-06
2.340838e+03	-2.321289e-05	7.378146e-06
2.451032e+03	-5.573975e-06	6.180955e-06
2.566413e+03	1.427057e-05	6.903088e-06
2.687226e+03	-7.725757e-06	6.719785e-06
2.813725e+03	-9.894473e-06	5.104748e-06
2.946180e+03	1.792445e-05	4.845206e-06
3.084869e+03	-6.491232e-06	4.963809e-06
3.230087e+03	-5.973290e-06	4.037834e-06
3.382141e+03	-4.790815e-06	3.495470e-06
3.541354e+03	9.494830e-06	3.653976e-06
3.708061e+03	-3.539952e-06	3.964375e-06
3.882617e+03	4.780953e-06	4.139177e-06
4.065388e+03	9.387102e-06	4.223847e-06
4.256764e+03	-1.667247e-05	3.507866e-06
4.457149e+03	8.464460e-06	3.220666e-06
4.666966e+03	1.995579e-05	4.599200e-06
4.886660e+03	-2.345554e-05	4.513111e-06
5.116698e+03	-1.837821e-06	2.940832e-06
5.357563e+03	-3.253620e-06	2.297873e-06
5.609767e+03	3.178551e-06	2.493447e-06
5.873843e+03	1.523727e-05	3.370163e-06
6.150351e+03	-1.694384e-05	2.982056e-06
6.439875e+03	4.775513e-06	1.911004e-06
6.743029e+03	4.909259e-06	2.425029e-06
7.060453e+03	-1.328205e-07	2.499130e-06
7.392819e+03	-9.118229e-07	2.061188e-06
7.740832e+03	-6.717774e-06	1.807937e-06
8.105227e+03	4.481942e-06	1.672195e-06
8.486776e+03	-6.942566e-06	1.372794e-06
8.886287e+03	7.116663e-06	1.380295e-06
9.304603e+03	-2.549858e-06	1.633154e-06
