213	34117
214	33821
215	33903
216	33750
217	34008
218	34000
219	33834
220	33976
221	33942
222	33828
223	33951
224	33747
225	33869
226	33842
227	33886
228	33962
229	34035
230	33968
231	33942
232	33915
233	33868
234	33922
235	33958
236	34070
237	33877
238	33961
239	33893
240	33879
241	33955
242	33883
243	34072
244	34042
245	33937
246	33973
247	33933
248	33764
249	33841
250	33967
251	34056
252	33833
253	33886
254	33830
255	33963
256	33958
257	34006
258	33900
259	34002
260	33916
261	34079
262	33964
263	33973
264	33996
265	33969
266	33837
267	33893
268	33990
269	33958
270	33980
271	34146
272	33944
273	34080
274	34067
275	33918
276	33951
277	33981
278	33975
279	34046
280	33835
281	33877
282	33897
283	33736
284	33840
285	33945
286	33990
287	33889
288	33999
289	33861
290	33965
291	34082
292	34048
293	33880
294	33997
295	33896
296	33964
297	34001
298	33957
299	33772
300	33900
301	33839
302	33982
303	34038
304	33841
305	34088
306	33969
307	33988
308	33987
309	33924
310	34010
311	33926
312	34175
313	34046
314	34111
315	34012
316	34009
317	34023
318	34081
319	33923
320	33938
321	33897
322	33834
323	33815
324	33938
325	33898
326	33907
327	33983
328	33959
329	33924
330	33783
331	33915
332	33939
333	34008
334	34033
335	33873
336	33992
337	33902
338	33957
339	33963
340	33973
341	33938
342	34017
343	33861
344	34077
345	33945
346	33821
347	34036
348	33848
349	33716
350	33798
351	33901
352	33916
353	34041
354	33917
355	33866
356	33820
357	33951
358	33913
359	33940
360	33862
361	33947
362	33881
363	33941
364	34096
365	33905
366	33939
367	33935
368	33963
369	33983
370	33867
371	34053
372	33935
373	33990
374	34047
375	34113
376	33914
377	33902
378	33985
379	33991
380	33969
381	34154
382	34155
383	33968
384	33983
385	34115
386	33888
387	33972
388	33875
389	33954
390	34063
391	34145
392	34091
393	33983
394	34073
395	33985
396	33892
397	33950
398	33941
399	33972
400	34058
401	33919
402	33824
403	33896
404	33835
405	34009
406	33974
407	33911
408	33923
409	34109
410	33949
411	33871
412	34014
413	33974
414	33781
415	33989
416	33822
417	33937
418	33992
419	33964
420	33937
421	33878
422	34079
423	33982
424	33746
425	33962
426	33998
427	33990
428	33917
429	33990
430	34043
431	33972
432	33887
433	33918
434	33894
435	33905
436	34095
437	33978
438	33959
439	34088
440	33971
441	34002
442	33978
443	34081
444	34008
445	33868
446	33993
447	33929
448	33899
449	33920
450	34070
451	33949
452	33934
453	34035
454	33874
455	33920
456	33983
457	33944
458	33859
459	33923
460	33725
461	33994
462	33892
463	33854
464	34026
465	33810
466	33984
467	33887
468	33896
469	33930
470	33994
471	34108
472	33957
473	34015
474	33988
475	33911
476	34057
477	34037
478	33993
479	33945
480	34110
481	33962
482	33881
483	33939
484	34051
485	33997
486	33982
487	33931
488	34005
489	33912
490	34067
491	34178
492	33942
493	33906
494	34024
495	33811
496	33996
497	33878
498	33991
499	33972
500	33957
501	33750
502	33860
503	33995
504	33861
505	34052
506	34061
507	34121
508	34008
509	33953
510	33894
511	33930
512	34052
513	33882
514	34014
515	33964
516	34040
517	33923
518	33963
519	33856
520	33932
521	33983
522	34021
523	34054
524	34132
525	34041
526	33961
527	34031
528	33948
529	33937
530	34015
531	34016
532	33922
533	34161
534	34010
535	34023
536	33802
537	33845
538	33909
539	33986
540	34159
541	33869
542	34119
543	33877
544	33980
545	33803
546	33930
547	33901
548	33841
549	34026
550	33885
551	33962
552	33894
553	34088
554	34003
555	33994
556	33968
557	33873
558	33969
559	34027
560	33947
561	33871
562	33992
563	34102
564	33982
565	33847
566	33939
567	33968
568	33936
569	33942
570	33925
571	34208
572	33935
573	34052
574	33859
575	33971
576	33880
577	34031
578	34092
579	34094
580	33916
581	34009
582	34127
583	34117
584	34040
585	33985
586	34121
587	33936
588	34044
589	33870
590	34137
591	34016
592	34041
593	34081
594	34056
595	34062
596	34002
597	33981
598	33953
599	33952
600	33811
601	34028
602	33923
603	33819
604	33759
605	33969
606	33984
607	33896
608	33858
609	33872
610	34013
611	33861
612	33882
613	33942
614	33898
615	33980
616	34013
617	33908
618	33870
619	33927
620	33904
621	33954
622	34019
623	33933
624	33932
625	33993
626	33996
627	34096
628	33958
629	33930
630	33992
631	34038
632	34012
633	33946
634	34026
635	33942
636	34110
637	34006
638	34102
639	33983
640	33907
641	33933
642	33962
643	33943
644	33965
645	34006
646	33882
647	34000
648	34022
649	33887
650	33878
651	33852
652	34038
653	33989
654	33788
655	33902
656	33953
657	33759
658	33976
659	34059
660	33909
661	34028
662	33881
663	33962
664	33847
665	34002
666	33896
667	33903
668	33913
669	33958
670	33952
671	33955
672	34032
673	34000
674	33993
675	33957
676	34129
677	34092
678	34036
679	34213
680	34003
681	34013
682	34037
683	34022
684	34156
685	33870
686	34068
687	33941
688	33888
689	34000
690	33989
691	33755
692	33965
693	34117
694	34063
695	34160
696	33981
697	33907
698	34166
699	34027
700	33763
701	34034
702	33912
703	33910
704	33833
705	33963
706	33832
707	34020
708	33975
709	33815
710	33878
711	33969
712	33932
713	34057
714	34090
715	33793
716	33887
717	34066
718	33943
719	33884
720	33934
721	33914
722	33921
723	33955
724	33950
725	33867
726	33948
727	33899
728	34039
729	34085
730	33973
731	33851
732	33854
733	34042
734	33924
735	34113
736	33954
737	33900
738	34119
739	33977
740	33914
741	34051
742	33957
743	33763
744	33979
745	33879
746	34020
747	33908
748	34075
749	33956
750	34018
751	33932
752	33970
753	34014
754	33931
755	33938
756	33975
757	33902
758	33948
759	34013
760	34053
761	33921
762	33962
763	34002
764	33978
765	33851
766	34029
767	33987
768	33982
769	33862
770	34166
771	33992
772	33898
773	33950
774	33976
775	34029
776	33954
777	33841
778	33973
779	33814
780	33868
781	33766
782	33970
783	33908
784	33954
785	33934
786	33788
787	33785
788	33810
789	33940
790	34053
791	33929
792	33933
793	34038
794	33961
795	33984
796	33954
797	34102
798	33960
799	33910
800	33933
801	33945
802	34014
803	33998
804	34054
805	34025
806	33945
807	33903
808	33851
809	33958
810	34010
811	33878
812	33829
813	33863
814	33865
815	33956
816	33813
817	33966
818	33942
819	34052
820	34095
821	33821
822	33737
823	33920
824	33991
825	34028
826	33929
827	33899
828	33941
829	34032
830	33876
831	34020
832	33901
833	34115
834	33946
835	34053
836	33888
837	33857
838	33863
839	34106
840	33954
841	33949
842	33974
843	33857
844	34005
845	33905
846	33970
847	33992
848	33910
849	34051
850	33997
851	34065
852	34069
853	34005
854	34160
855	33842
856	33987
857	33907
858	33936
859	34006
860	33957
861	33897
862	33951
863	33895
864	33946
865	33924
866	34023
867	33790
868	34043
869	34030
870	34083
871	34048
872	33952
873	33901
874	34026
875	33839
876	34102
877	33849
878	34128
879	33982
880	33966
881	33819
882	33985
883	33950
884	34002
885	33892
886	34006
887	34065
888	34080
889	34039
890	33911
891	33974
892	33841
893	33776
894	33950
895	33850
896	33806
897	34006
898	33932
899	33974
900	33946
901	34003
902	33820
903	34138
904	33975
905	34058
906	33737
907	34011
908	34037
909	33913
910	34041
911	33986
912	33992
913	33840
914	33749
915	33859
916	33901
917	34037
918	33936
919	34056
920	33912
921	33827
922	34005
923	33905
924	34019
925	33989
926	33965
927	34008
928	33973
929	33936
930	33940
931	34142
932	33959
933	34060
934	33831
935	34036
936	33984
937	33978
938	33974
939	33903
940	34053
941	34019
942	33995
943	34007
944	34075
945	33885
946	33915
947	33910
948	34020
949	34038
950	34013
951	33862
952	34149
953	33973
954	34061
955	33924
956	34040
957	34014
958	34005
959	33978
960	34007
961	34057
962	34054
963	33874
964	34099
965	34084
966	34078
967	33933
968	33955
969	33968
970	33882
971	34007
972	33879
973	33922
974	33964
975	33861
976	33788
977	34018
978	34010
979	34012
980	34038
981	34094
982	33935
983	34028
984	33893
985	33970
986	33988
987	34032
988	33928
989	33932
990	34085
991	33937
992	34026
993	33993
994	33962
995	34030
996	34054
997	34007
998	33997
999	33906
